Description,UPC,Promo_Price,Retail_Price,List_Price,Manufacturer,Category,Count,Multiplier,Retailer
O SPICE RD H/W B/W 21OZ CPN,1204405685,,8.49,6.05,PROCTER&GMBL,SOAP,21,178.29,PNS
CLEAN & CLR WTM GL MSTR 1.7OZ,38137119068,,6.49,4.94,KENVUE,SKIN CARE - FACIAL,1.7,11.033,PNS
GELOCAST UNNA BOOT 4X10YD,3566401053,,20.94,6.5,BSN MEDICAL,FIRST AID - ACCESSORIES,1,20.94,PNS
DEPEND SIL U/WR WMN LG  12,3600054237,,15.79,14.02,KIMBERLY-CLK,ADULT INCONTINENCE,12,189.48,PNS
ENERGZR LITH CR2 BAT 2    CRD,3980002297,,12.99,9.14,ENERGIZER BT,ZZZBATTERIES,2,25.98,PNS
MITCHUM MN TOD GL 2.25OZ SPT,30997316200,4.49,4.79,2.73,REVLON,DEODORANTS,2.25,10.7775,PNS
BOIR-BT BELLADONNA 30C MDT,30696010813,,7.19,4.45,BOIRON,PAIN - ANALGESIC (INTERNAL),38,273.22,PNS
N/B VT D3  2000IU GMY  90,7431267291,,11.99,6.87,BOUNTIFUL CO,VITAMINS,90,1079.1,PNS
DYNARX NITRL GLOVE MD 100 P/F,61678425122,,15,5,DYNAREX,HOME HEALTH CARE,100,1500,PNS
COLGATE KID T/B 2 POKEMON,82785400484,,4.49,3.5,COLGATE-PALM,ORAL CARE - DENTAL ACCESSORIES,2,8.98,PNS
IMODIUM MULT/SYMP RLF CAP 12,30045021212,16.11,18.52,7.2,KENVUE,DIGESTIVE - LOWER GI,12,222.24,PNS
HEAD/SHLDR MN 2N1 12.5OZ SND,3077206299,,6.99,4.93,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,12.5,87.375,PNS
POISE PAD ULT LNG  22,3600054943,,28.65,14.79,KIMBERLY-CLK,ADULT INCONTINENCE,22,630.3,PNS
AVEENO SKN/RLF B/W 33OZ F/F,38137117853,,16.99,10.29,KENVUE,SOAP,33,560.67,PNS
FUT THMB STB DLX S/MD   45843,5113119855,,16.99,12.05,3M CONSUMER,HOME HEALTH CARE,1,16.99,PNS
NICE/ESY ROOT HC  5A MD AS BR,7001809675,,9.99,5.39,COTY,HAIR CARE - COLORING,1,9.99,PNS
GENTEAL TEARS GEL 10GM SVR,30065806401,,11.49,7.15,ALCON,EYE CARE PRODUCTS,10,114.9,PNS
THERAWORX PROTECT FOAM 3.4OZ,89319800263,,14.99,6.5,AVADIM TECHN,ADULT INCONTINENCE,3.4,50.966,PNS
DR SCH ULT HYD FT CRM 3.5OZ,88885300098,,8.99,4.25,SCHOLLS WLNS,FOOT CARE PRODUCTS,3.5,31.465,PNS
SUAVE ES MOUSSE 9OZ M/H,7940081670,,3.49,3.28,SUAVE,HAIR CARE - STYLING,9,31.41,PNS
L'OR PREF  4SM DK/SFT/MGNY/BR,7124915826,12.99,13.99,8.94,LOREAL,HAIR CARE - COLORING,1,13.99,PNS
HEAD/SHLDR MN 2N1 12.5OZ OSS,3077206329,,6.99,4.93,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,12.5,87.375,PNS
EDGE SHV GEL 7OZ XTRA MSTR,84105800526,3.99,4.29,3.15,EDGEWELL PC,SHAVE - CREAMS,7,30.03,PNS
MASON VT B12 1000MCG TB 200,31184509662,18,19.34,8.9,MASON VIT,VITAMINS,200,3868,PNS
SKINTIMT S/S SHV GL 2.75OZ RP,84105800548,,2.49,1.31,EDGEWELL PC,SHAVE - CREAMS,2.75,6.8475,PNS
N/B COQ10 200MG SGL 80,7431217139,46.22,53.15,30.38,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",75,3986.25,PNS
SENI CARE CLEANSING CRM 8OZ,87735300092,,11.94,2.99,TZMO USA,ADULT INCONTINENCE,8,95.52,PNS
THERABREATH FB T/P 4OZ,69702921104,,8.99,6.47,CHURCH/DWIGH,ORAL CARE - TOOTHPASTE,4,35.96,PNS
BAN/BT SPRT UL RO 2.5OZ SPF60,7965613089,8.99,10.49,7.35,EDGEWELL PC,SUN CARE,2.5,26.225,PNS
ENFAGRW PRM TD NS PWD 32OZ NT,30087511413,,31.99,27.43,RECKITT,BABY PRODUCTS,32,1023.68,PNS
HYDRALYTE EFFR PWD STK 12 BTY,85606900684,18.01,19.36,9.47,HYDRALYTE,WT CTL/NUTRITION - LIQ/POWDER,12,232.32,PNS
NAT TRU VT E NAT SG 100,84009310624,17.29,18.58,9.35,PIPING ROCK,VITAMINS,100,1858,PNS
DR TEALS BTH SOAK 2LB CLGN/RS,81002120695,,10.99,7.19,PDC BRANDS,BATH PRODUCTS,2,21.98,PNS
ALIGN PRBTC BL+DG GMY 60,3077213256,,24.99,17.72,PROCTER&GMBL,DIGESTIVE - LOWER GI,60,1499.4,PNS
BL PRSVSN AREDS2 MINIGL 130,32420869770,,39.99,28.33,BAUSCH HLT,VITAMINS,130,5198.7,PNS
PLAYTEX SPRT TAMP MLT 48,7830011732,,10.99,9.16,EDGEWELL PC,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,48,527.52,PNS
EZY DOSE PILL PLAN+C A/P 3 RB,2571501234,,15.99,4.89,APOTH PROD,HOME HEALTH CARE,3,47.97,PNS
K-Y LIQUID LUB 2.4OZ,6798108708,,9.49,5.85,RECKITT,SEXUAL WELLNESS,2.5,23.725,PNS
GOLD BOND BODY PWD O/S 10OZ,4116701109,15.47,17.79,5.36,SANOFI,SKIN CARE - HAND & BODY,10,177.9,PNS
BOOST ORIG RTD 8OZX24 CH,4167967501,31.99,36.99,33.12,NESTLE NUTRI,WT CTL/NUTRITION - LIQ/POWDER,192,7102.08,PNS
DOVE D/S 3.8OZ CLR,7940059146,,9.49,6.7,UNILEVER,DEODORANTS,3.8,36.062,PNS
HUGGIES NT WPE 560 RFS F/T,3600050130,,34.74,17.76,KIMBERLY-CLK,BABY DIAPERS,560,19454.4,PNS
SECRET OT I/SLD 2.6OZ CC,3700080805,6.99,7.49,5.58,PROCTER&GMBL,DEODORANTS,2.6,19.474,PNS
CERAVE SKN RENEW CRM 1.7OZ DY,3.606E+11,,25.99,16.26,LOREAL,,,,PNS
SUNDNC HAIR SKIN NAIL GMY 80,84009310482,,15.97,6.89,PIPING ROCK,VITAMINS,80,1277.6,PNS
DIAL LQ H/SP   7.5OZ WHT/T/E,1700002660,,1.69,1.46,HENKEL CORP,SOAP,7.5,12.675,PNS
ALLEGRA 24HR TAB 30,4116741251,,28.11,17.33,SANOFI,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30,843.3,PNS
HERBAL/ES CND 29.2OZ HYD,19067900705,,10.99,8.25,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,29.2,320.908,PNS
GARNIER OLIA HC  1.0 BLK,60308429390,9.49,12.99,7.58,GARNIER LLC,HAIR CARE - COLORING,1,12.99,PNS
SOAPBOX HAIR TRTMT 5OZ BOND,85003406926,,8.99,4.55,SOAPBOX,HAIR CARE - STYLING,5,44.95,PNS
PEPTO KID GUMMY 24,30149000250,7.99,9.49,6.77,PROCTER&GMBL,DIGESTIVE - UPPER GI,24,227.76,PNS
DR TEALS SGR SCRB 19OZ HEMP,81002120729,7.49,7.99,4.79,PDC BRANDS,SOAP,19,151.81,PNS
TOM/MN CHLD SFT T/B 1,7732644443,,4.39,2.8,TOM OF MAINE,ORAL CARE - DENTAL ACCESSORIES,1,4.39,PNS
GILLT ATRA PLUS CRT 10,4740011625,30.78,35.39,18.57,PROCTER&GMBL,SHAVE - BLADES (NON-RAZOR),10,353.9,PNS
O SPICE PASTE 2.22OZ,1204404614,,12.37,6.31,PROCTER&GMBL,HAIR CARE - STYLING,2.22,27.4614,PNS
O SPICE A/S 4.25OZ CLS,1204401069,,7.99,4.94,PROCTER&GMBL,SHAVE - CREAMS,4.25,33.9575,PNS
SECRET FRS GEL 2.6OZX2 CNT,3700078593,11.99,12.49,8.98,PROCTER&GMBL,DEODORANTS,2.6,32.474,PNS
DEPEND F/P U/WR WMN MX XL 26,3600013406,21.99,23.99,23,KIMBERLY-CLK,ADULT INCONTINENCE,26,623.74,PNS
21ST/C VITAJY ELDRBRY GMY 60,74098528017,14.99,16.1,6,21ST CENTURY,"VITAMINS, MINERALS & SUPPLEMENTS",60,966,PNS
N/B TURMERIC  450MG CP 60,7431215417,,15.99,7.92,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",60,959.4,PNS
K-Y WARMING JELLY LUB 5OZ,6798108948,,12.99,8.72,RECKITT,SEXUAL WELLNESS,5,64.95,PNS
ZONEPRF BAR 10 FDG/GRHM,63810256551,,12.99,7.88,ABBOTT NUTR,WT CTL/NUTRITION - CANDY TABLETS,10,129.9,PNS
COMPOUND W 1 ST PAD 14,37513759510,,8.49,6.06,MEDTECH PROD,FOOT CARE PRODUCTS,14,118.86,PNS
CLEARBLU E/DG+E PRG TST 1+1,63347260234,,14.49,10.19,PROCTER&GMBL,SEXUAL WELLNESS,1,14.49,PNS
HYDRXYCT BLACK CAP 60,63165660681,,34.99,23.99,IOVATE HLTH,WT CTL/NUTRITION - CANDY TABLETS,60,2099.4,PNS
COMFEES T/PNT BOY SZ2 26,8667941544,,16.72,5.5,ATTINDAS HYG,BABY DIAPERS,26,434.72,PNS
O SPICE FR DEO 3.0OZ TMB,1204404108,6.99,7.49,5.44,PROCTER&GMBL,DEODORANTS,3,22.47,PNS
TENA BRIEF SM 12,76870266100,,13.78,5.07,ESSITY,ADULT INCONTINENCE,12,165.36,PNS
NIVEA MN B/W 16.9OZ ENG,7214080786,3.29,5.49,3.89,BEIERSDORF,SOAP,16.9,92.781,PNS
DRAGON ACHE/ARTH PN CRM 2OZ,65006600016,,7.49,3.89,GENOMMA LABS,PAIN - ANALGESIC (EXTERNAL),2,14.98,PNS
AQUAPHOR LP/R ST .17OZX2   CD,7214002517,,8.79,6.72,BEIERSDORF,LIP PREPARATIONS,0.34,2.9886,PNS
NAT TRU ASHWGNDH 3000MG CP 90,84009311664,19.26,20.7,11.02,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",90,1863,PNS
BL PRSVSN AREDS2 MINIGL  60,32420869760,,21.99,14.7,BAUSCH HLT,VITAMINS,60,1319.4,PNS
COMFORT SHLD BARRIER CLT 3 LG,61802974006,,8.21,4.51,SAGE,ADULT INCONTINENCE,3,24.63,PNS
SENSODYNE PRO M/A TP 4OZ,31015883090,,6.99,6.1,HALEON,ORAL CARE - TOOTHPASTE,4,27.96,PNS
PAMPERS CRUISR 360 DP SZ4  21,3700071447,,10.49,10.41,PROCTER&GMBL,BABY DIAPERS,21,220.29,PNS
TUKOL MAX CLD/FLU LQ 6OZ,65006700019,,11.99,5.88,GENOMMA LABS,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,6,71.94,PNS
DURACELL CTP  AA AL BAT 16 DW,4133370464,14.99,17.99,13.34,DURACELL DST,ZZZBATTERIES,16,287.84,PNS
L'OR EXCEL CR  5RB MD/RD/BRW,7124921058,,12.99,8.44,LOREAL,HAIR CARE - COLORING,1,12.99,PNS
BOIR-BT EUPHRASIA OFF 30C MDT,30696029813,,7.19,4.45,BOIRON,EYE CARE PRODUCTS,38,273.22,PNS
DEPEND F/P U/WR WMN MX XL 15,3600038532,,28.41,15.15,KIMBERLY-CLK,ADULT INCONTINENCE,15,426.15,PNS
EMBRACE TALK TEST STRIP 100,89403000272,,20.99,10.4,OMNIS HEALTH,DIABETIC PRODUCTS,100,2099,PNS
SIMILC P-TC PW 29.8OZ,7007466938,,46.99,35.37,ABBOTT NUTR,BABY PRODUCTS,29.8,1400.302,PNS
EOS SHEA BTR H/CRM 2.5OZ LAV,84004470029,,4.49,2.3,EOS PRODUCTS,SKIN CARE - HAND & BODY,2.5,11.225,PNS
MAUI MOIST BMB FBR CND 13OZ,2279618062,5.69,9.49,6.47,VOGUE INT,HAIR CARE - SHAMPOO/CONDITIONER,13,123.37,PNS
ALWAYS INF PD S2 HVY W 32,3700011717,,10.49,7.48,PROCTER&GMBL,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,32,335.68,PNS
VLG NAT TH GLW MN BTH SK  2OZ,73530350968,,1.49,0.87,VILLAGE CO,SKIN CARE - HAND & BODY,2,2.98,PNS
ARTHRI-FLEX GLC CHN TB 120,74098522623,20.79,22.34,12,21ST CENTURY,"VITAMINS, MINERALS & SUPPLEMENTS",120,2680.8,PNS
ICY HOT PRO DRY SPRAY 4OZ,4116700804,7.99,15.99,9.37,SANOFI,PAIN - ANALGESIC (EXTERNAL),4,63.96,PNS
NEUT M/U RMV TWL 25,7050105105,,6.29,5.14,KENVUE,SKIN CARE - FACIAL,25,157.25,PNS
PREMR PRT SHK 11.0OZX 4 S/CR,64384371466,,9.99,7.1,PREMIER NTR,WT CTL/NUTRITION - LIQ/POWDER,11,109.89,PNS
SECRET FRS I/SLD 2.6OZ RSE,3700088790,,5.49,4.8,PROCTER&GMBL,DEODORANTS,2.6,14.274,PNS
PORTLAND BE LP .15OZ UN L,85786600701,,2.99,1.79,PORTLAN BEE,LIP PREPARATIONS,0.15,0.4485,PNS
TROJAN MAGNM RAW CNDM 10,2260020014,,13.49,7.22,CHURCH/DWIGH,CONTRACEPTIVES,10,134.9,PNS
CPRTN PS BB SS ST .49OZ SPF50,7214002886,13.04,14.01,5.75,BEIERSDORF,SUN CARE,0.49,6.8649,PNS
BAG BALM MSTRZ  8OZ TIN,9819300017,14.28,15.34,5.25,VERMONT ORIG,LIP PREPARATIONS,8,122.72,PNS
B/BEES FCL CLNS 8OZ SEN ALO,79285091233,,9.99,5.5,BURT'S BEES,SKIN CARE - FACIAL,8,79.92,PNS
ENFML N/PRO INF RTU 32OZ,30087512141,,11.99,10.95,RECKITT,BABY PRODUCTS,32,383.68,PNS
ADVIL DUAL ACTION CAP 144,30573014794,,21.99,18.48,HALEON,PAIN - ANALGESIC (INTERNAL),144,3166.56,PNS
GILLT MACH3 RZR/CRT 6,4740068835,,20.99,16.02,PROCTER&GMBL,SHAVE - RAZORS,6,125.94,PNS
DIARESQ DIARHA/RLF 3 PKT CHLD,85287000463,,10.18,4.6,PANTHERYX,DIGESTIVE - LOWER GI,0.74,7.5332,PNS
L'OR FERIA PLATINUM CURL/BNC,7124964234,,12.99,8.94,LOREAL,HAIR CARE - COLORING,1,12.99,PNS
PREVAIL U/WEAR SUPR PLS MD 18,9089150112,,21.16,10.9,FIRST QUALTY,ADULT INCONTINENCE,18,380.88,PNS
ORAL-B HLTHY/C MD T/B 6,30041010560,,6.29,4.24,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,6,37.74,PNS
CREST 3DW BRL M/W 1.0L CN,3700073507,,8.99,6.53,PROCTER&GMBL,ORAL CARE - MOUTHWASH,1,8.99,PNS
21ST/C GLC CHN DS CP 210,74098522787,,37.99,24,21ST CENTURY,"VITAMINS, MINERALS & SUPPLEMENTS",210,7977.9,PNS
U KOTEX CLICK TMPN REG/SUP 45,3600051589,,10.99,10.22,KIMBERLY-CLK,FEMININE NEEDS - SANITARY NAPKINS/TAMPONS,45,494.55,PNS
SHEAMSTR V/CNT M/OIL 8OZ,76430220425,,12.99,7.24,UNILEVER,SKIN CARE - HAND & BODY,8,103.92,PNS
GILLT VNS XSMT SW RZR/CRT 2 P,4740065339,,20.6,13.12,PROCTER&GMBL,SHAVE - RAZORS,1,20.6,PNS
AUSSIE TTL MRCL SHAM 12.1OZ,38151918336,3.99,4.29,3.01,PROCTER&GMBL,HAIR CARE - SHAMPOO/CONDITIONER,12.1,51.909,PNS
SIMILC EC N/SR PW 22.8OZ,7007466924,,43.99,27.19,ABBOTT NUTR,BABY PRODUCTS,22.8,1002.972,PNS
DR SCH S/STP SNEAKER INS 1PR,88885358750,,12.99,6.18,SCHOLLS WLNS,FOOT CARE PRODUCTS,1,12.99,PNS
NAT TRU BIO  5000MCG TB 60+18,84009310118,14.32,15.39,6.84,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",78,1200.42,PNS
TYLNL CHLD PN+FV 4OZ GR   BBY,30045029618,,8.49,6.83,KENVUE,PAIN - ANALGESIC (INTERNAL),4,33.96,PNS
BOOST H/PROTEIN RTD 8OZX 6 CH,4167994066,10.99,11.99,10.45,NESTLE NUTRI,WT CTL/NUTRITION - LIQ/POWDER,48,575.52,PNS
J.R.WAT BTH TAB 4.8OZ DTX,85654300894,14.58,15.67,6,J.R. WATKINS,BATH PRODUCTS,5.6,87.752,PNS
BL PRSVSN AREDS2 MINIGL 120,32420869762,,42.99,26.18,BAUSCH HLT,VITAMINS,120,5158.8,PNS
PREVAIL EXTRA U/WEAR MD 20,9089150001,,19.99,10.9,FIRST QUALTY,ADULT INCONTINENCE,20,399.8,PNS
SUAVE SHAM 12.6OZ KRTN SMT,7940019373,,3.79,2.59,SUAVE,HAIR CARE - SHAMPOO/CONDITIONER,12.6,47.754,PNS
AUSSIE INS FRZ H/S AER  7OZ,38151918702,,5.49,3.06,PROCTER&GMBL,HAIR CARE - STYLING,7,38.43,PNS
NM MAGNESIUM COMPLEX CAP 60,3160400259,,19.99,11.99,PHARMAVITE,"VITAMINS, MINERALS & SUPPLEMENTS",60,1199.4,PNS
TRUBIOTIC PRBTC GMY 50 WMN SF,85287000420,22.22,23.88,14.8,PANTHERYX,DIGESTIVE - LOWER GI,50,1194,PNS
NAT BLND ACDPHLS LACTO CP 100,7985410910,12.81,14.73,5.38,NAT VIT CO,DIGESTIVE - LOWER GI,1,14.73,PNS
CLARITIN-D 24HR TAB 15 PSE,4110081088,,30.99,20.69,BAYER INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,15,464.85,PNS
NYQUIL CD/FLU LQUICAP 16,32390001439,,7.99,7.12,PROCTER&GMBL,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,16,127.84,PNS
21ST/C VT D  25MCG TB 500,74098527139,13.53,14.54,6,21ST CENTURY,VITAMINS,500,7270,PNS
PEPCID AC TAB 90,71683787290,,26.99,22.06,KENVUE,DIGESTIVE - UPPER GI,90,2429.1,PNS
21ST/C CURCUMIN 95 VCP 45,74098522757,17.17,18.45,9,21ST CENTURY,"VITAMINS, MINERALS & SUPPLEMENTS",45,830.25,PNS
COMPRILAN BNDG 4X 5YD,4.04281E+11,,11.5,6.72,BSN MEDICAL,,,,PNS
DR TEALS SLP/SPR 6OZ MLTN,81106801992,5.99,6.49,4.2,PDC BRANDS,SKIN CARE - HAND & BODY,6,38.94,PNS
CLARITIN-D 24HR TAB 10 PSE,4110081086,,20.99,14.4,BAYER INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,10,209.9,PNS
OXY 10 ACNE CLNSR MAX 5OZ,31074202672,13.39,14.39,4.47,MENTHOLATUM,SKIN CARE - ACNE,5,71.95,PNS
N/B FISH OL 1200MG SGL 200,7431213102,,21.99,12.2,BOUNTIFUL CO,"VITAMINS, MINERALS & SUPPLEMENTS",180,3958.2,PNS
FLAWLESS BROW HR/RMV LAV,2260065001,,19.99,13.75,CHURCH/DWIGH,SHAVE - RAZORS,1,19.99,PNS
GARNIER WH/BL CND 22OZ HN,60308445948,,8.99,5.56,GARNIER LLC,HAIR CARE - SHAMPOO/CONDITIONER,22,197.78,PNS
CPRTN SPT SS LT 7OZ SPF 50,7214002747,15.75,16.93,8.05,BEIERSDORF,SUN CARE,7,118.51,PNS
VIVISCAL SCALP NRSH CAP 30,2260099753,21.17,22.75,12.83,CHURCH/DWIGH,HAIR CARE - GROWTH PRODUCTS,30,682.5,PNS
CRANE AIR PURIFR SM,81876701157,,109.99,72,CRANE USA,HOME HEALTH CARE,1,109.99,PNS
DR TEALS EPSM SLT 6LB ACH/PN,81106801049,,6.49,5.04,PDC BRANDS,PAIN - ANALGESIC (EXTERNAL),96,623.04,PNS
ENERGZR MAX 9V BAT 4      CRD,3980009021,,19.99,15.21,ENERGIZER BT,ZZZBATTERIES,4,79.96,PNS
SUAVE KID NT 3N1 16.5OZ CNT/O,7940049822,,7.99,4.89,SUAVE,HAIR CARE - SHAMPOO/CONDITIONER,16.5,131.835,PNS
ESS MED QK-SRB U/PD     C2001,75475622001,,21.5,8.95,ESSENT MED,ADULT INCONTINENCE,1,21.5,PNS
HAW/TRP ANTOX LT 6OZ SPF50,7548609151,17.63,18.94,8.19,EDGEWELL PC,SUN CARE,6,113.64,PNS
PAMPERS SWADLR OVR DP SZ5  50,3700077583,,29.99,29,PROCTER&GMBL,BABY DIAPERS,50,1499.5,PNS
O SPICE HYD B/W 21OZ P/S,1204405683,,8.49,6.05,PROCTER&GMBL,SOAP,21,178.29,PNS
TRESEMME SM SLK COND 28OZ,2240039379,,5.99,5.17,UNILEVER,HAIR CARE - SHAMPOO/CONDITIONER,28,167.72,PNS
UNISOM SLEEPTABS TAB 32,4116700609,,10.99,7.5,SANOFI,SLEEPING REMEDIES,32,351.68,PNS
DR SCH INGW TOENL PN/R 8.5GM,88885300057,,10.99,6.27,SCHOLLS WLNS,FOOT CARE PRODUCTS,8.5,93.415,PNS
BIOFREEZE PN RLF STRIP 4,73112400378,,11.99,6.6,RECKITT,PAIN - ANALGESIC (EXTERNAL),4,47.96,PNS
PREVAIL PER-FIT BRIEF REG 20,9089125810,,19.54,9.06,FIRST QUALTY,ADULT INCONTINENCE,20,390.8,PNS
ALKA-SLZ+ P/M C/M/CN LG 24 DN,1650058422,,12.49,7.54,BAYER INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,24,299.76,PNS
GOLD BOND AR RET O/N LOT 13OZ,4116704332,,19.99,11.9,SANOFI,SKIN CARE - HAND & BODY,13,259.87,PNS
PREVAIL UNDERPD AIR 23X36 12,9089170612,,20.6,7.33,FIRST QUALTY,ADULT INCONTINENCE,12,247.2,PNS
HYDRALYTE EFFR PWD STK  6 LMN,85001572393,16.39,17.61,8.11,HYDRALYTE,WT CTL/NUTRITION - LIQ/POWDER,6,105.66,PNS
TROJAN PLSR PACK CNDM 36 LUB,2260095338,,19.99,14.94,CHURCH/DWIGH,CONTRACEPTIVES,36,719.64,PNS
PHILLIPS COLN HLT CAP 30,31284353430,,23.87,11.49,BAYER INC,DIGESTIVE - LOWER GI,30,716.1,PNS
ARM/H +THRBRTH T/P 5.5OZ IM,3320052002,,5.99,4.07,CHURCH/DWIGH,ORAL CARE - TOOTHPASTE,5.5,32.945,PNS
ACCU-CHEK GUIDE STP  50,36570270195,,24.99,20,ROCHE DIAGN,DIABETIC PRODUCTS,50,1249.5,PNS
GARNIER S/A MC CL/WT 13.5OZ,60308445450,9.99,10.99,5.62,GARNIER LLC,SKIN CARE - FACIAL,13.5,148.365,PNS
CREST 3DW STN T/P 2.7OZ ICM,3077210315,,3.29,2.71,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,2.7,8.883,PNS
CREST P/H ADV T/P 5.1OZ GM,3700097659,5.49,5.99,4.38,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,5.1,30.549,PNS
GARNIER NUT HC UL IN2 BL IRIS,60308457183,,10.99,6.56,GARNIER LLC,HAIR CARE - COLORING,1,10.99,PNS
PNTN AIRSPR 7OZ NAT,8087818115,,4.99,4.21,PROCTER&GMBL,HAIR CARE - STYLING,7,34.93,PNS
TIO NACHO SHM 14OZ Y/LK,65024002813,,7.99,3.39,GENOMMA LABS,HAIR CARE - SHAMPOO/CONDITIONER,14,111.86,PNS
BOOST PLUS RTD 8OZX12 VN,4167928087,,24.99,22.41,NESTLE NUTRI,WT CTL/NUTRITION - LIQ/POWDER,96,2399.04,PNS
CETAPHIL H/R NT CRM 1.7OZ,30299026001,,24.99,13.35,GALDERMA LAB,SKIN CARE - FACIAL,1.7,42.483,PNS
PNTN MSSE 6.6OZ VLM,8087804302,13.51,15.53,4.24,PROCTER&GMBL,HAIR CARE - STYLING,6.6,102.498,PNS
TENA PRO U/WR OVN SPR LG 14,76870272325,,25.11,14.75,ESSITY,ADULT INCONTINENCE,14,351.54,PNS
ST IVES APRCT SCRB  6OZ ACN,7704310450,,5.99,3.94,UNILEVER,SKIN CARE - FACIAL,6,35.94,PNS
COLGATE SENS T/P 6OZ WHT,3500052541,,5.49,4.73,COLGATE-PALM,ORAL CARE - TOOTHPASTE,6,32.94,PNS
ENSURE ENLIVE SHK 8OZX4 CH,7007464297,,11.49,8.55,ABBOTT NUTR,WT CTL/NUTRITION - LIQ/POWDER,8,91.92,PNS
NAT BLND ALFALF 250MG TB 250,7985460010,13.55,15.58,5.53,NAT VIT CO,"VITAMINS, MINERALS & SUPPLEMENTS",250,3895,PNS
PAMPERS WIPE  504 SEN POP,3700094174,,18.99,18.6,PROCTER&GMBL,BABY DIAPERS,504,9570.96,PNS
ORAJEL M/SORE RINSE 16OZ,31031032499,14.92,16.03,5.97,CHURCH/DWIGH,ORAL CARE - ORAL HYGIENE,16,256.48,PNS
O SPICE RD DEO 3.0OZ SWG,1204403753,6.99,7.49,5.53,PROCTER&GMBL,DEODORANTS,3,22.47,PNS
POISE PAD ULT OVERNIGHT 24,3600046995,,15.99,14.79,KIMBERLY-CLK,ADULT INCONTINENCE,24,383.76,PNS
21ST/C ASHWAGANDHA VCP 60,74098528071,15.53,16.69,7.8,21ST CENTURY,"VITAMINS, MINERALS & SUPPLEMENTS",60,1001.4,PNS
DR TEALS MLK BTH 32OZ CLGN/RS,81002120696,,10.99,4.2,PDC BRANDS,BATH PRODUCTS,32,351.68,PNS
ENERGZR H/AD 312 BAT 16 D/CRD,3980010288,,19.99,13.33,ENERGIZER BT,EAR CARE PRODUCTS,16,319.84,PNS
CENTRUM MV 50+ MINI TAB 180,30573478399,19.49,20.94,9.53,HALEON,VITAMINS,180,3769.2,PNS
NEUT TRP/A/R MSTR 1.7OZ NGT,7050102373,,26.99,20.28,KENVUE,SKIN CARE - FACIAL,1.7,45.883,PNS
"BAND-AID FA F/GZ RL 3""X2.1YD5",38137116140,,9.49,6.56,KENVUE,FIRST AID - ACCESSORIES,5,47.45,PNS
SUDAFED 24-HR TAB 10 PSE,30081960027,,12.99,9.61,KENVUE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,10,129.9,PNS
ATTEND PREMIER OVRNT PAD 30,8667948723,,19.8,8.75,ATTINDAS HYG,ADULT INCONTINENCE,30,594,PNS
NEUT SH/Z LT 3OZ SPF50,8680011080,,16.99,10.11,KENVUE,SUN CARE,3,50.97,PNS
CAREX URINAL FEMALE    P70600,2360187060,,15.68,4.48,COMPASS HLTH,HOME HEALTH CARE,1,15.68,PNS
NM VIT D  5000IU F/D TB 70,3160400274,,18.99,11.39,PHARMAVITE,VITAMINS,70,1329.3,PNS
ATTEND NT PRSRV U/PD 30X36 10,8667923553,,13.99,3.69,ATTINDAS HYG,ADULT INCONTINENCE,10,139.9,PNS
COLGATE KID T/P 4.4OZ UNICORN,3500097209,,4.99,4.18,COLGATE-PALM,ORAL CARE - TOOTHPASTE,4.4,21.956,PNS
REJUVICAR HAIR/SKN/NLS CAP 60,3504608241,13.86,14.9,7.8,WINDMILL,"VITAMINS, MINERALS & SUPPLEMENTS",60,894,PNS
ATTEND BARIATRC U/WR 2XL 12,8667942464,,17.27,10.2,ATTINDAS HYG,ADULT INCONTINENCE,12,207.24,PNS
K-Y YRS/MINE CPL LUB 1.5OZX2,6798108892,,20.99,13.03,RECKITT,SEXUAL WELLNESS,3,62.97,PNS
ADVIL CHLD SUSP 4OZ SF DF BRY,30573023230,,6.29,4.81,WYETH CONSUMER HEALTHCARE,PAIN - ANALGESIC (INTERNAL),4,25.16,PNS
L'OR PREF BRNTS UL61 ASH/BRW,7124925343,12.99,13.99,8.94,LOREAL,HAIR CARE - COLORING,1,13.99,PNS
